depa,prov,dis,segu,inde,analf15,pob
Huancavelica,Huaytará,Quito-Arma,320,52.19,15.08,881
Huancavelica,Huaytará,San Antonio de Cusicancha,944,56.57,19.7,1657
Huancavelica,Huaytará,San Francisco de Sangayaico,297,51.24,9.47,821
Huancavelica,Huaytará,San Isidro,137,51.11,10.19,1114
Huancavelica,Huaytará,Santiago de Chocorvos,1437,51.84,17.33,3359
Huancavelica,Huaytará,Santiago de Quirahuara,239,40.97,13.88,698
Huancavelica,Huaytará,Santo Domingo de Capillas,309,63.46,13.22,1081
Huancavelica,Huaytará,Tambo,177,41.33,14.73,521
Huancavelica,Tayacaja,Acostambo,2080,43.48,17.42,4537
Huancavelica,Tayacaja,Acraquía,2186,44.12,27.84,5203
Huancavelica,Tayacaja,Ahuaycha,2391,66.9,18.65,5212
Huancavelica,Tayacaja,Colcabamba,10178,23.15,25.86,20307
Huancavelica,Tayacaja,Daniel Hernandez,4343,44.12,20.21,9752
Huancavelica,Tayacaja,Huachocolpa,2228,65.53,12.82,4976
Huancavelica,Tayacaja,Huaribamba,3297,54.76,20.92,7639
Huancavelica,Tayacaja,Ñahuimpuquio,865,8.75,16.15,2175
Huancavelica,Tayacaja,Pampas,4431,45.11,14.35,10880
Huancavelica,Tayacaja,Pazos,3062,54.35,18.91,7511
Huancavelica,Tayacaja,Quishuar,443,59.24,26.47,942
Huancavelica,Tayacaja,Salcabamba,2590,57.31,25.29,5121
Huancavelica,Tayacaja,Salcahuasi,1791,55.58,28.22,3821
Huancavelica,Tayacaja,San Marcos de Rocchac,1374,70.44,21.49,3202
Huancavelica,Tayacaja,Surcubamba,2664,17.26,25.02,5112
Huancavelica,Tayacaja,Tintay Puncu,3477,63.93,19.83,8511
Huánuco,Ambo,Ambo,6238,52.54,17.85,15745
Huánuco,Ambo,Cayna,2569,67.12,21.36,3704
Huánuco,Ambo,Colpas,1940,66.15,28.21,2706
Huánuco,Ambo,Conchamarca,3272,49.42,20.17,5855
Huánuco,Ambo,Huacar,5377,59.78,24.02,8096
Huánuco,Ambo,San Francisco,2376,70.1,18.18,3285
Huánuco,Ambo,San Rafael,8737,64.33,27.29,11604
Huánuco,Ambo,Tomay Kichwa,1304,46.37,12.9,4488
Huánuco,Dos de Mayo,Chuquis,2932,60.49,22.61,5125
Huánuco,Dos de Mayo,La Unión,3285,31.5,6.92,6114
Huánuco,Dos de Mayo,Marías,5133,45.47,25.96,7656
Huánuco,Dos de Mayo,Pachas,4891,22.23,12.64,11121
Huánuco,Dos de Mayo,Quivilla,1235,27.49,13.3,2088
Huánuco,Dos de Mayo,Ripán,3698,50.27,14.34,6330
Huánuco,Dos de Mayo,Shunqui,1240,67.14,16.08,2549
Huánuco,Dos de Mayo,Sillapata,1666,38.78,19.72,2898
Huánuco,Dos de Mayo,Yanas,1513,55.53,22.62,3127
Huánuco,Huacaybamba,Canchabamba,2019,58.43,27.12,3038
Huánuco,Huacaybamba,Cochabamba,1098,47.82,12.92,2750
Huánuco,Huacaybamba,Huacaybamba,3945,47.95,21.9,6737
Huánuco,Huacaybamba,Pinra,4154,71.76,28.38,7883
Huánuco,Huamalíes,Arancay,1019,42.71,16.75,1767
Huánuco,Huamalíes,Chavín de Pariarca,3174,42.16,18.62,4295
Huánuco,Huamalíes,Jacas Grande,4332,28.01,20.28,6394
Huánuco,Huamalíes,Jircan,1217,31.87,24.02,2948
Huánuco,Huamalíes,Llata,7078,36.4,14.8,14873
Huánuco,Huamalíes,Miraflores,2310,57.23,27.13,3460
Huánuco,Huamalíes,Monzón,7758,41.88,10.49,18751
Huánuco,Huamalíes,Punchao,1289,26.34,21.52,2331
Huánuco,Huamalíes,Puños,2650,67.22,18.75,4727
Huánuco,Huamalíes,Singa,2003,46.79,19.01,4016
Huánuco,Huamalíes,Tantamayo,1874,54.78,17.63,2888
Huánuco,Huánuco,Amarilis,28926,38.03,7.81,67617
Huánuco,Huánuco,Chinchao,10682,57.23,25.73,24796
Huánuco,Huánuco,Churubamba,14162,50.13,50.41,24573
Huánuco,Huánuco,Huánuco,34999,35.53,5.76,74774
Huánuco,Huánuco,Margos,10756,63.24,19.11,14760
Huánuco,Huánuco,Pillco marca,11219,43.65,7.36,23896
Huánuco,Huánuco,Quisqui,5224,57.77,26.5,7134
Huánuco,Huánuco,San Francisco de Cayrán,3029,63.53,28.43,4739
Huánuco,Huánuco,San Pedro de Chaulán,5586,65.79,30.61,6903
Huánuco,Huánuco,Santa maría del valle,13289,62.86,39.15,18373
Huánuco,Huánuco,Yarumayo,2122,8.2,22.43,2668
Huánuco,Lauricocha,Baños,2557,41.16,15.43,5412
Huánuco,Lauricocha,Jesus,4047,53.42,6.33,6233
Huánuco,Lauricocha,Jivia,1441,56.06,5.34,2488
Huánuco,Lauricocha,Queropalca,739,50.34,1.66,1687
Huánuco,Lauricocha,Rondos,5549,46.79,7.59,7378
Huánuco,Lauricocha,San Francisco de Asís,2033,70.09,14.63,2426
Huánuco,Lauricocha,San Miguel de Cauri,6022,38.76,7.38,9699
Huánuco,Leoncio Prado,Daniel Alomías Robles,3026,50.6,17.24,6597
Huánuco,Leoncio Prado,Hermilio Valdizán,1557,73.53,18.96,3793
Huánuco,Leoncio Prado,José Crespo y Castillo,12957,50.04,12.46,32255
Huánuco,Leoncio Prado,Luyando,3459,50.16,15.01,8599
Huánuco,Leoncio Prado,Mariano Dámaso Beraún,3960,60.86,21.22,9332
Huánuco,Leoncio Prado,Rupa-Rupa,20592,41.05,5.81,56389
Huánuco,Marañón,Cholón,5918,64.59,16.83,8999
Huánuco,Marañón,Huacrachuco,8163,51.32,24.57,15122
Huánuco,Marañón,San Buenaventura,1959,71.21,39.05,2499
Huánuco,Pachitea,Chaglla,4715,54.23,21.17,11062
Huánuco,Pachitea,Molino,6741,64.91,40.83,12227
Huánuco,Pachitea,Panao,10611,63.57,34.79,19813
Huánuco,Pachitea,Umari,12012,57.12,29.63,17219
Huánuco,Puerto Inca,Codo del Pozuzo,2488,54.5,12.45,6067
Huánuco,Puerto Inca,Honoria,2476,58.1,6.55,5628
Huánuco,Puerto Inca,Puerto Inca,3833,58.26,9.61,8633
Huánuco,Puerto Inca,Tournavista,2055,51.18,10.77,5052
Huánuco,Puerto Inca,Yuyapichis,2112,47.89,9.3,5652
Huánuco,Yarowilca,Aparicio Pomares,3912,71.85,24.44,5743
Huánuco,Yarowilca,Cahuac,1729,46.58,9.38,3374
Huánuco,Yarowilca,Chacabamba,2008,69.23,10.01,3007
Huánuco,Yarowilca,Chavinillo,4639,64.66,22.54,6721
Huánuco,Yarowilca,Choras,2438,40.73,19.49,3438
Huánuco,Yarowilca,Jacas Chico,1219,40.04,19.58,1889
Huánuco,Yarowilca,Obas,4576,36.18,20.15,5967
Huánuco,Yarowilca,Pampamarca,1296,63.02,18.02,2241
Ica,Chincha,Alto Larán,2842,22.82,4.32,6220
Ica,Chincha,Chavín,529,37.47,15.8,1096
Ica,Chincha,Chincha Alta,27175,26.07,1.77,59574
Ica,Chincha,Chincha Baja,6563,17.72,3.45,12195
Ica,Chincha,El Carmen,5350,18.38,4.83,11725
Ica,Chincha,Grocio Prado,8333,32.74,3.36,20621
Ica,Chincha,Pueblo Nuevo,21638,30.69,2.6,52143
Ica,Chincha,San Juan de Yanac,121,60,9.64,471
Ica,Chincha,San Pedro de Huacarpana,566,52.33,5.48,1576
Ica,Chincha,Sunampe,11075,24.88,2.04,23969
Ica,Chincha,Tambo de Mora,2414,22.93,1.34,4725
Ica,Ica,Ica,57528,22.43,1.42,125189
Ica,Ica,La Tinguiña,11239,26.55,3.07,30902
Ica,Ica,Los Aquijes,7722,18.02,2.5,16298
Ica,Ica,Ocucaje,1906,30.87,5.84,3639
Ica,Ica,Pachacutec,3175,17,2.74,6000
Ica,Ica,Parcona,17450,30.95,2.73,50349
Ica,Ica,Pueblo Nuevo,2511,17.04,2.4,4588
Ica,Ica,Salas,9027,11.44,2.95,17973
Ica,Ica,San José de los Molinos,2779,17.14,5.85,6070
Ica,Ica,San Juan Bautista,6384,20.45,2.06,12430
Ica,Ica,Santiago,12542,13.78,4.52,23657
Ica,Ica,Subtanjalla,9148,23.36,2.26,19019
Ica,Ica,Tate,2130,16.12,1.13,4101
Ica,Ica,Yauca del Rosario,380,47.93,8.76,1117
Ica,Nazca,Changuillo,728,27.75,10.54,1950
Ica,Nazca,El Ingenio,1193,38,9.12,2932
Ica,Nazca,Marcona,7859,21.65,1.92,12876
Ica,Nazca,Nazca,7450,33.83,3.86,26062
Ica,Nazca,Vista Alegre,4946,34.84,5.07,13711
Ica,Palpa,Llipata,603,18.36,7.54,1420
Ica,Palpa,Palpa,3183,30.09,4.74,7250
Ica,Palpa,Rio Grande,1253,25.28,7.57,2731
Ica,Palpa,Santa Cruz,393,30.94,4.7,1060
Ica,Palpa,Tibillo,136,34.1,8.74,414
Ica,Pisco,Huancano,539,30.4,6.88,1758
Ica,Pisco,Humay,1715,33.66,7.86,5437
Ica,Pisco,Independencia,2525,31.95,6.45,12390
Ica,Pisco,Paracas,1941,15.22,2.32,4146
Ica,Pisco,Pisco,23095,28.4,1.7,54997
Ica,Pisco,San André,4268,36.36,2.01,13151
Ica,Pisco,San Clemente,6664,25.89,5.64,19324
Ica,Pisco,Túpac Amaru Inca,6058,28.83,2.92,14676
Junín,Chanchamayo,Chanchamayo,7178,37.26,5.7,26310
Junín,Chanchamayo,Perené,15228,44.21,8.84,56292
Junín,Chanchamayo,Pichanaqui,11379,47.19,7.89,50529
Junín,Chanchamayo,San Luis de Shuaro,1962,48,10.53,6977
Junín,Chanchamayo,San Ramón,9516,38.59,6.64,26088
Junín,Chanchamayo,Vitoc,1426,25.34,8.08,2753
Junín,Chupaca,Ahuac,1490,38.73,9.11,6547
Junín,Chupaca,Chongos Bajo,1038,49.4,8.58,4409
Junín,Chupaca,Chupaca,4607,36.95,5.67,20976
Junín,Chupaca,Huachac,954,25.16,7.54,3738
Junín,Chupaca,Huamancaca Chico,871,50.32,7.03,4998
Junín,Chupaca,San Juan de Jarpa,568,57.45,14.57,3664
Junín,Chupaca,San Juan de Yscos,448,32.1,10.58,2332
Junín,Chupaca,Tres de Diciembre,462,41.49,9.05,1920
Junín,Chupaca,Yanacancha,500,50,11.62,3294
Junín,Concepción,Aco,582,58.78,12.01,1951
Junín,Concepción,Andamarca,2022,69.57,26.15,5506
Junín,Concepción,Chambara,437,33.06,13.92,2985
Junín,Concepción,Cochas,765,68.97,11.25,2227
Junín,Concepción,Comas,2181,10.63,16.92,7801
Junín,Concepción,Concepción,4802,34.14,4.98,14131
Junín,Concepción,Heroínas Toledo,404,52.94,8.84,1422
Junín,Concepción,Manzanares,502,40.79,5.62,1540
Junín,Concepción,Mariscal Castilla,318,62.92,12.79,1509
Junín,Concepción,Matahuasi,945,28.99,6.71,5162
Junín,Concepción,Mito,374,34.57,5.92,1476
Junín,Concepción,Nueve de Julio,417,38.69,7.96,1774
Junín,Concepción,Orcotuna,894,44.23,6.69,4056
Junín,Concepción,San jose de quero,949,52.13,9.66,6452
Junín,Concepción,Santa rosa de ocopa,654,33.93,7.9,2129
Junín,Huancayo,Carhuacallanga,272,50.92,13.4,840
Junín,Huancayo,Chacapampa,374,53.57,21.89,1212
Junín,Huancayo,Chicche,424,35.65,19.06,1271
Junín,Huancayo,Chilca,18293,42.5,5.91,77392
Junín,Huancayo,Chongos Alto,538,49.88,17.89,1686
Junín,Huancayo,Chupuro,629,49.73,12.8,2012
Junín,Huancayo,Colca,610,55.17,11.34,1994
Junín,Huancayo,Cullhuas,772,54.79,21.58,2583
Junín,Huancayo,El Tambo,51880,28.47,3.22,146847
Junín,Huancayo,Huacrapuquio,391,59.16,15.32,1415
Junín,Huancayo,Hualhuas,881,36.8,7.39,3903
Junín,Huancayo,Huancán,3650,42.05,7.49,15024
Junín,Huancayo,Huancayo,34733,33.24,3.94,112054
Junín,Huancayo,Huasicancha,256,49.35,11.11,992
Junín,Huancayo,Huayucachi,1873,42.48,8.17,8076
Junín,Huancayo,Ingenio,964,37.4,11.22,2652
Junín,Huancayo,Pariahuanca,3028,60.58,22.13,7057
Junín,Huancayo,Pilcomayo,4290,34.14,5.25,13295
Junín,Huancayo,Pucará,1991,54.49,13.01,5655
Junín,Huancayo,Quichuay,517,36.87,12.7,1929
Junín,Huancayo,Quilcas,1073,41.53,10.05,4015
Junín,Huancayo,San Agustín,2351,35.23,6.63,10267
Junín,Huancayo,San Jerónimo de Tunán,3128,36.59,5.9,9658
Junín,Huancayo,Saño,1079,38.83,8.3,3778
Junín,Huancayo,Santo Domingo de Acobamba,3696,52.77,20.68,8055
Junín,Huancayo,Sapallanga,2169,48.58,11.63,13087
Junín,Huancayo,Sicaya,1888,27.13,9.59,7532
Junín,Huancayo,Viques,620,54.32,9.27,2065
Junín,Jauja,Acolla,2347,37.84,9.41,8402
Junín,Jauja,Apata,1291,36.72,8.68,4956
Junín,Jauja,Ataura,520,25.94,5.77,1269
Junín,Jauja,Canchayllo,504,14.13,9.91,1774
Junín,Jauja,Curicaca,372,21.84,9.17,1756
Junín,Jauja,El Mantaro,669,28.62,5.72,2612
Junín,Jauja,Huamalí,558,38.98,4.95,1968
Junín,Jauja,Huaripampa,452,30.33,5.19,1049
Junín,Jauja,Huertas,419,51.87,5.95,1865
Junín,Jauja,Janjaillo,356,55.56,17.8,905
Junín,Jauja,Jauja,4805,37.12,3.49,16524
Junín,Jauja,Julcán,334,34.24,7.63,848
Junín,Jauja,Leonor Ordoñez,607,26.12,7.34,1651
Junín,Jauja,Llocllapampa,504,23.75,9.57,1343
Junín,Jauja,Marco,547,30.32,11.73,2041
Junín,Jauja,Masma,773,49.75,8.46,2229
Junín,Jauja,Masma Chicche,176,11.19,12.67,912
Junín,Jauja,Molinos,710,53.12,9.56,1816
Junín,Jauja,Monobamba,373,56.59,9.06,1353
Junín,Jauja,Muqui,282,23.18,5.92,1057
Junín,Jauja,Muquiyauyo,864,23.99,6.87,2399
Junín,Jauja,Paca,409,43.49,12.31,1251
Junín,Jauja,Paccha,432,23.05,8.32,2123
Junín,Jauja,Pancán,269,29.21,8.4,1398
Junín,Jauja,Parco,477,31.26,9.65,1504
Junín,Jauja,Pomacancha,591,43.9,13.04,2141
Junín,Jauja,Ricrán,528,58.06,13.8,1972
Junín,Jauja,San Lorenzo,531,31.06,8.58,2265
Junín,Jauja,San Pedro de Chunán,184,39.56,9.05,974
Junín,Jauja,Sausa,985,35.48,7.72,2806
Junín,Jauja,Sincos,1448,37.83,6.56,4469
Junín,Jauja,Tunan Marca,315,33.66,10.06,1404
Junín,Jauja,Yauli,555,43.37,9.5,1640
Junín,Jauja,Yauyos,2668,37.03,5.47,9377
Junín,Junín,Carhuamayo,2046,42.17,13.05,8386
Junín,Junín,Junín,4422,40.47,10.16,12088
Junín,Junín,Ondores,824,46.11,5.84,2571
Junín,Junín,Ulcumayo,2152,65.25,21.61,7142
Junín,Satipo,Coviriali,1236,60.54,12,5266
Junín,Satipo,Llaylla,945,53.53,13.01,5143
Junín,Satipo,Mazamari-Pangoa,19436,48.36,11.88,81092
Junín,Satipo,Pampa Hermosa,2478,40.41,11.61,7508
Junín,Satipo,Río Negro,7785,35.67,9.75,25981
Junín,Satipo,Río Tambo,16637,57.49,17.11,32575
Junín,Satipo,Satipo,10481,41.9,6.48,36307
Junín,Tarma,Acobamba,3088,52.21,6.36,13402
Junín,Tarma,Huaricolca,675,53.22,10.59,3003
Junín,Tarma,Huasahuasi,2665,53.16,11.99,15384
Junín,Tarma,La Unión,1248,45.22,8.37,3839
Junín,Tarma,Palca,1437,52.24,9.78,6415
Junín,Tarma,Palcamayo,1229,42.26,10.13,8295
Junín,Tarma,San Pedro de Cajas,1499,67.06,14.96,5808
Junín,Tarma,Tapo,1754,67.37,16.23,5919
Junín,Tarma,Tarma,14184,39.73,5.53,50165
Junín,Yauli,Chacapalpa,291,26.58,7.75,918
Junín,Yauli,Huay-Huay,1099,18.67,3.12,1675
Junín,Yauli,La oroya,10332,27.18,2.78,18606
Junín,Yauli,Marcapomacocha,492,26.41,4.27,1267
Junín,Yauli,Morococha,3783,11.33,2.01,5397
Junín,Yauli,Paccha,812,29.24,4.68,1883
Junín,Yauli,Santa Barbara de Carhuacayán,498,15.1,11.21,1935
Junín,Yauli,Santa Rosa de Sacco,5963,27.61,2.71,11297
Junín,Yauli,Suitucancha,339,47.46,3.14,907
Junín,Yauli,Yauli,4258,11.07,1.75,5953
La Libertad,Ascope,Ascope,3318,31.58,6.39,7012
La Libertad,Ascope,Casa Grande,16961,26.44,4.71,29884
La Libertad,Ascope,Chicama,8874,29.58,6.35,15056
La Libertad,Ascope,Chocope,6008,24.44,5.31,10138
La Libertad,Ascope,Magdalena de Cao,1805,18.53,7.08,2884
La Libertad,Ascope,Paiján,9691,33.51,6.79,23194
La Libertad,Ascope,Rázuri,3787,26.72,5.18,8330
La Libertad,Ascope,Santiago de Cao,10490,26.48,4.45,19731
La Libertad,Bolívar,Bambamarca,2295,54.53,20.28,3537
La Libertad,Bolívar,Bolívar,3055,50.66,12.72,4751
La Libertad,Bolívar,Condormarca,1133,59.28,12.35,2222
La Libertad,Bolívar,Longotea,1225,35.79,9.36,2306
La Libertad,Bolívar,Uchumarca,1404,50.32,8.83,2888
La Libertad,Bolívar,Ucuncha,563,43.82,12.5,946
La Libertad,Chepén,Chepán,16515,32.32,5.88,45639
La Libertad,Chepén,Pacanga,7071,24.78,10.43,17976
La Libertad,Chepén,Pueblo Nuevo,4896,19,9.1,12365
La Libertad,Gran Chimú,Cascas,5180,42.14,10.69,14191
La Libertad,Gran Chimú,Compín,895,49.03,13.59,2441
La Libertad,Gran Chimú,Lucma,3286,57.27,12.8,5774
La Libertad,Gran Chimú,Sayapullo,3537,36.41,14.04,7993
La Libertad,Julcán,Calamarca,3531,52.8,17.8,6446
La Libertad,Julcán,Carabamba,4910,70.94,16.73,7104
La Libertad,Julcán,Huaso,3173,73.05,17.63,6423
La Libertad,Julcán,Julcán,7738,67.44,17.43,13012
La Libertad,Otuzco,Agallpampa,6660,64.67,18.68,9802
La Libertad,Otuzco,Charat,1383,23.59,11.22,3095
La Libertad,Otuzco,Huaranchal,1755,53.02,12.86,5087
La Libertad,Otuzco,La Cuesta,472,19.7,11.61,708
La Libertad,Otuzco,Mache,2101,46.41,11.64,3195
La Libertad,Otuzco,Otuzco,7141,50.81,12.21,25265
La Libertad,Otuzco,Paranday,456,59.11,11.09,689
La Libertad,Otuzco,Salpo,4024,57.24,12.69,6437
La Libertad,Otuzco,Sinsicap,4127,62.2,21.94,8271
La Libertad,Otuzco,Usquil,8054,64.28,18.91,26268
La Libertad,Pacasmayo,Guadalupe,11559,27.11,7.74,37239
La Libertad,Pacasmayo,Jequetepeque,2001,16.81,7.55,3457
La Libertad,Pacasmayo,Pacasmayo,12650,25.71,2.92,26118
La Libertad,Pacasmayo,San José,2980,21.02,9.02,11414
La Libertad,Pacasmayo,San Pedro de Lloc,8580,20.46,4.58,16149
La Libertad,Pataz,Buldibuyo,957,60.23,16.43,3836
La Libertad,Pataz,Chillia,4324,66.36,32.24,12043
La Libertad,Pataz,Huancaspata,2037,67.24,25.79,6352
La Libertad,Pataz,Huaylillas,416,61.79,17.83,2338
La Libertad,Pataz,Huayo,1622,68.71,25.4,4145
La Libertad,Pataz,Ongon,810,72.97,30.76,1694
La Libertad,Pataz,Parcoy,8014,18.5,10.64,16437
La Libertad,Pataz,Patáz,2068,34.86,10.05,7410
La Libertad,Pataz,Pias,358,19.88,17.9,1525
La Libertad,Pataz,Santiago de Challas,1034,64.56,21.5,2797
La Libertad,Pataz,Taurija,1244,63.83,24.08,3002
La Libertad,Pataz,Tayabamba,5221,51.25,23.09,13785
La Libertad,Pataz,Urpay,1885,64.76,23.59,3019
La Libertad,Sánchez Carrión,Chugay,9044,64.4,30.26,17236
La Libertad,Sánchez Carrión,Cochorco,5007,39.9,24.69,8751
La Libertad,Sánchez Carrión,Curgos,3471,53.48,28.37,8181
La Libertad,Sánchez Carrión,Huamachuco,20141,44.59,22.47,52459
La Libertad,Sánchez Carrión,Marcabal,7133,66.51,36.16,14807
La Libertad,Sánchez Carrión,Sanagorán,6471,43.4,36.76,12983
La Libertad,Sánchez Carrión,Sarín,4652,65.44,30.75,9156
La Libertad,Sánchez Carrión,Sartimbamba,5657,57.61,35.17,12648
La Libertad,Santiago de Chuco,Angasmarca,2939,17.57,15.5,6052
La Libertad,Santiago de Chuco,Cachicadán,2806,34.09,15.01,6663
La Libertad,Santiago de Chuco,Mollebamba,729,29.33,15.71,1955
La Libertad,Santiago de Chuco,Mollepata,1024,65.68,21.94,2748
La Libertad,Santiago de Chuco,Quiruvilca,7446,30.54,12.77,14060
La Libertad,Santiago de Chuco,Santa Cruz de Chuca,1473,64.11,14.69,3228
La Libertad,Santiago de Chuco,Santiago de Chuco,8787,58.03,11.86,19860
La Libertad,Santiago de Chuco,Sitabamba,2061,44.76,23.82,3754
La Libertad,Trujillo,El Porvenir,42314,34.63,5.63,140507
La Libertad,Trujillo,Florencia de Mora,11242,38.09,5.5,40014
La Libertad,Trujillo,Huanchaco,15433,32.34,4.35,44806
La Libertad,Trujillo,La Esperanza,51512,31.83,4.06,151845
La Libertad,Trujillo,Laredo,13431,33.07,5.94,32825
La Libertad,Trujillo,Moche,14067,26.91,4.06,29727
La Libertad,Trujillo,Poroto,905,49.69,11.36,3601
La Libertad,Trujillo,Salaverry,7791,24,3.25,13892
La Libertad,Trujillo,Simbal,1689,51.17,10.93,4082
La Libertad,Trujillo,Trujillo,131695,20.83,1.67,294899
La Libertad,Trujillo,Victor Larco Herrera,27881,20.81,2.08,55781
La Libertad,Virú,Chao,9341,24.61,8.32,22826
La Libertad,Virú,Guadalupito,3110,35.35,9.93,6232
La Libertad,Virú,Virú,19831,23.8,7.97,47652
Lambayeque,Chiclayo,Cayalti,9998,31.14,8.7,16557
Lambayeque,Chiclayo,Chiclayo,122301,26.08,2.31,260948
Lambayeque,Chiclayo,Chongoyape,10453,19.7,8.43,17540
Lambayeque,Chiclayo,Etén,4514,50.5,11.87,10673
Lambayeque,Chiclayo,Etén Puerto,1464,27.63,1.19,2238
Lambayeque,Chiclayo,José Leonardo Ortiz,52310,44.15,4.74,161717
Lambayeque,Chiclayo,La Victoria,30086,34.34,4.35,77699
Lambayeque,Chiclayo,Lagunas,4865,28.07,7.53,9351
Lambayeque,Chiclayo,Monsefu,8070,46.98,11.08,30123
Lambayeque,Chiclayo,Nueva Arica,1364,10.7,7.31,2420
Lambayeque,Chiclayo,Oyotún,5368,18.11,9.25,9954
Lambayeque,Chiclayo,Patapo,12129,27.53,10.24,20876
Lambayeque,Chiclayo,Picsi,4899,36.95,6.51,8942
Lambayeque,Chiclayo,Pimentel,14004,27,3.13,32346
Lambayeque,Chiclayo,Pomalca,13937,32.05,6.64,23092
Lambayeque,Chiclayo,Pucalá,6097,25.68,6.06,9272
Lambayeque,Chiclayo,Reque,5002,33.98,5.83,12606
Lambayeque,Chiclayo,Saña,8050,26.3,7.95,12013
Lambayeque,Chiclayo,Santa Rosa,4179,42.4,4.73,10965
Lambayeque,Chiclayo,Tuman,16167,24.61,5.89,28120
Lambayeque,Ferreñafe,Cañaris,6548,48.9,39.02,13038
Lambayeque,Ferreñafe,Ferreñafe,13844,27.23,4.96,32665
Lambayeque,Ferreñafe,Incahuasi,8706,49.71,33.16,14230
Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,2128,19.69,8.73,4083
Lambayeque,Ferreñafe,Pitipo,11361,20.27,13.21,20080
Lambayeque,Ferreñafe,Pueblo Nuevo,5194,28.46,6.11,12046
Lambayeque,Lambayeque,Chóchope,806,32.77,18.56,1231
Lambayeque,Lambayeque,Illimo,5018,30.81,7.13,9107
Lambayeque,Lambayeque,Jayanca,8716,25.1,9.11,15042
Lambayeque,Lambayeque,Lambayeque,28592,25.37,5.14,63386
Lambayeque,Lambayeque,Mochumí,7302,21.91,9.43,18043
Lambayeque,Lambayeque,Mórrope,22237,22.82,12.76,39174
Lambayeque,Lambayeque,Motupe,10899,29.11,6.59,24011
Lambayeque,Lambayeque,Olmos,14891,35.8,13.68,36595
Lambayeque,Lambayeque,Pacora,3698,24.31,8.89,6795
Lambayeque,Lambayeque,Salas,6303,41.18,23,12998
Lambayeque,Lambayeque,San José,4516,41.83,4.19,12078
Lambayeque,Lambayeque,Túcume,8216,30.84,8.65,20814
Lima,Barranca,Barranca,19833,35.4,4.71,61178
Lima,Barranca,Paramonga,11738,34.1,6.25,24009
Lima,Barranca,Pativilca,6786,32.46,9.22,17108
Lima,Barranca,Supe,8332,27.52,6.11,20512
Lima,Barranca,Supe Puerto,5606,30.69,4.5,11097
Lima,Cajatambo,Cajatambo,1134,39.78,12.17,2790
Lima,Cajatambo,Copa,414,34.55,19.5,990
Lima,Cajatambo,Gorgor,749,49.05,6.8,2275
Lima,Cajatambo,Huancapón,418,28.19,10.33,1225
Lima,Cajatambo,Manás,415,42.39,3.35,1078
Lima,Cañete,Asia,2942,20.99,2.76,6618
Lima,Cañete,Calango,675,22.19,2.55,2224
Lima,Cañete,Cerro Azul,3567,27.05,3.61,6893
Lima,Cañete,Chilca,6044,27.34,2.8,14559
Lima,Cañete,Coayllo,303,45.59,1.69,1031
Lima,Cañete,Imperial,14557,30.59,4.22,36340
Lima,Cañete,Lunahuaná,2304,39.45,2.08,4567
Lima,Cañete,Mala,12892,30.06,3.02,27881
Lima,Cañete,Nuevo Imperial,7196,23.94,4.78,19026
Lima,Cañete,Pacarán,911,26.44,3.72,1687
Lima,Cañete,Quilmaná,6768,22.83,4.46,13663
Lima,Cañete,San Antonio,1877,28.22,1.87,3640
Lima,Cañete,San Luis,5948,22.76,5.95,11940
Lima,Cañete,San Vicente de Cañete,20949,26.37,4.21,46464
Lima,Cañete,Santa Cruz de Flores,1231,30.34,2.23,2547
Lima,Cañete,Zuñiga,961,15.45,2.87,1582
Lima,Canta,Arahuay,225,54.24,1.87,686
Lima,Canta,Canta,1295,37.29,4.19,2978
Lima,Canta,Huamantanga,393,50.17,2.87,1265
Lima,Canta,Huaros,335,54.44,5.18,921
Lima,Canta,Lachaqui,303,34.4,5.39,985
Lima,Canta,San Buenaventura,142,40.12,3.13,505
Lima,Canta,Santa Rosa de Quives,2100,24.64,7.19,6173
Lima,Huaral,Atavillos Alto,372,28.46,2.43,976
Lima,Huaral,Atavillos Bajo,291,47,2.66,1374
Lima,Huaral,Aucallama,6091,23.45,8.2,16195
Lima,Huaral,Chancay,23435,30.49,5.97,49932
Lima,Huaral,Huaral,25196,33.36,4.95,88558
Lima,Huaral,Ihuarí,604,54.37,6.77,2671
Lima,Huaral,Lampían,88,63.5,3.83,519
Lima,Huaral,Pacaraos,133,29.43,4.71,747
Lima,Huaral,San Miguel de Acos,173,37.5,3.55,754
Lima,Huaral,Santa Cruz de Andamarca,283,34.12,3.12,1219
Lima,Huaral,Sumbilca,212,46.32,3.4,1171
Lima,Huaral,Veintisiete de Noviembre,73,53.88,8.1,544
Lima,Huarochirí,Antioquía,514,38.08,4.46,1376
Lima,Huarochirí,Callahuanca,1024,35.9,0.73,2405
Lima,Huarochirí,Carampoma,442,38.28,3.92,1161
Lima,Huarochirí,Chicla,5402,6.14,1.61,7194
Lima,Huarochirí,Cuenca,131,58.16,1.87,392
Lima,Huarochirí,Huachupampa,445,47.27,0.9,1566
Lima,Huarochirí,Huanza,551,66.53,5.13,1856
Lima,Huarochirí,Huarochirí,532,45.29,5.39,1590
Lima,Huarochirí,Lahuaytambo,290,55.8,3.18,837
Lima,Huarochirí,Langa,442,61.71,4.32,1056
Lima,Huarochirí,Laraos,261,46.88,3.37,1234
Lima,Huarochirí,Mariatana,531,58,3.14,1419
